"Fec. medida","Código","Evapor. diaria (m³)","Desagüe diario (m³)","Altura diaria (m)","Superf. diaria (m2)","Aport. diaria (m³)","Volumen diario (m³)"
"18/03/2016","EB-004","4.610","656.640","25","1.646.307","250.822","8.933.869"
"18/03/2016","EB-006","7.937","345.600","46","4.409.246","702.501","71.920.027"
"18/03/2016","EB-009","27.391","483.840","62","9.782.448","413.984","186.990.714"
"18/03/2016","EB-010","3.921","717.120","27","1.960.429","663.753","15.824.000"
"19/03/2016","EB-004","3.089","667.008","25","1.625.662","423.123","8.686.895"
"19/03/2016","EB-006","9.721","345.600","47","4.418.436","660.665","72.225.371"
"19/03/2016","EB-009","18.581","483.840","62","9.779.262","405.174","186.893.467"
"19/03/2016","EB-010","2.153","708.480","27","1.957.252","672.441","15.785.808"
"20/03/2016","EB-004","4.486","686.880","25","1.661.636","1.109.352","9.104.881"
"20/03/2016","EB-006","8.853","345.600","47","4.426.314","616.177","72.487.095"
"20/03/2016","EB-009","26.395","492.480","62","9.776.076","421.628","186.796.220"
"20/03/2016","EB-010","4.107","708.480","27","1.955.663","693.491","15.766.712"
"21/03/2016","EB-004","0","791.424","25","1.676.965","962.435","9.275.892"
"21/03/2016","EB-006","443","406.080","47","4.434.798","673.817","72.754.389"
"21/03/2016","EB-009","0","466.560","62","9.779.262","563.807","186.893.467"
"21/03/2016","EB-010","779","889.920","27","1.947.720","795.220","15.671.233"
"22/03/2016","EB-004","4.246","806.976","25","1.698.425","1.050.639","9.515.309"
"22/03/2016","EB-006","1.334","319.680","47","4.445.051","636.108","73.069.483"
"22/03/2016","EB-009","24.456","259.200","62","9.782.448","380.903","186.990.714"
"22/03/2016","EB-010","773","980.640","27","1.933.423","809.549","15.499.369"
"23/03/2016","EB-004","11.665","799.200","26","1.767.405","1.580.417","10.284.861"
"23/03/2016","EB-006","12.467","345.600","47","4.452.374","583.133","73.294.549"
"23/03/2016","EB-009","64.627","130.464","62","9.792.006","486.832","187.282.455"
"23/03/2016","EB-010","6.706","1.010.880","27","1.915.948","807.531","15.289.314"
"24/03/2016","EB-004","8.661","820.800","26","1.842.783","1.704.871","11.160.271"
"24/03/2016","EB-006","15.609","345.600","47","4.459.697","586.276","73.519.616"
"24/03/2016","EB-009","46.067","129.600","62","9.801.564","467.408","187.574.196"
"24/03/2016","EB-010","6.672","937.440","26","1.906.416","829.537","15.174.739"
"25/03/2016","EB-004","14.787","820.800","27","1.920.413","1.749.921","12.074.605"
"25/03/2016","EB-006","29.045","345.600","47","4.468.484","644.725","73.789.696"
"25/03/2016","EB-009","75.546","129.600","62","9.811.122","496.887","187.865.937"
"25/03/2016","EB-010","11.011","917.568","26","1.898.473","833.099","15.079.259"
"26/03/2016","EB-004","11.881","820.800","27","1.980.126","1.615.302","12.857.226"
"26/03/2016","EB-006","27.741","293.760","47","4.474.343","501.554","73.969.749"
"26/03/2016","EB-009","58.905","138.240","62","9.817.494","391.638","188.060.430"
"26/03/2016","EB-010","10.398","918.432","26","1.890.530","833.350","14.983.779"
"27/03/2016","EB-004","10.151","820.800","28","2.030.239","1.536.876","13.563.151"
"27/03/2016","EB-006","18.417","302.400","47","4.491.918","860.977","74.509.909"
"27/03/2016","EB-009","49.119","138.240","62","9.823.866","381.853","188.254.924"
"27/03/2016","EB-010","8.088","937.440","26","1.880.999","830.953","14.869.204"
"28/03/2016","EB-004","13.626","1.099.872","28","2.064.603","1.597.561","14.047.214"
"28/03/2016","EB-006","22.061","345.600","47","4.502.171","682.755","74.825.003"
"28/03/2016","EB-009","64.901","129.600","62","9.833.424","486.242","188.546.665"
"28/03/2016","EB-010","8.325","967.680","26","1.892.119","1.109.676","15.002.875"
"29/03/2016","EB-004","11.286","1.183.680","28","2.090.043","1.559.281","14.411.529"
"29/03/2016","EB-006","23.006","302.400","47","4.510.958","595.485","75.095.082"
"29/03/2016","EB-009","53.135","142.560","62","9.839.796","390.189","188.741.159"
"29/03/2016","EB-010","7.829","976.320","27","1.909.594","1.194.205","15.212.931"
"30/03/2016","EB-004","11.562","1.248.480","28","2.102.136","1.495.846","14.647.333"
"30/03/2016","EB-006","18.964","336.960","47","4.515.352","490.964","75.230.122"
"30/03/2016","EB-009","54.171","129.600","62","9.849.354","475.512","189.032.900"
"30/03/2016","EB-010","6.700","1.192.320","27","1.914.359","1.256.307","15.270.218"
"31/03/2016","EB-004","15.725","1.231.200","28","2.096.640","1.139.741","14.540.149"
"31/03/2016","EB-006","15.814","345.600","47","4.518.281","451.441","75.320.149"
"31/03/2016","EB-009","73.942","138.240","62","9.858.912","503.923","189.324.641"
"31/03/2016","EB-010","8.416","1.252.800","27","1.912.771","1.242.120","15.251.122"
"01/04/2016","EB-004","10.257","1.244.160","28","2.093.341","1.190.107","14.475.839"
"01/04/2016","EB-006","19.906","259.200","47","4.524.140","459.159","75.500.202"
"01/04/2016","EB-009","48.324","190.080","62","9.862.098","335.650","189.421.887"
"01/04/2016","EB-010","6.880","1.265.760","27","1.911.182","1.253.544","15.232.026"
"02/04/2016","EB-004","9.614","1.237.248","28","2.090.043","1.182.552","14.411.529"
"02/04/2016","EB-006","17.667","241.920","47","4.529.998","439.641","75.680.256"
"02/04/2016","EB-009","45.351","371.520","62","9.858.912","319.625","189.324.641"
"02/04/2016","EB-010","6.493","1.258.200","27","1.909.594","1.245.598","15.212.931"
"03/04/2016","EB-004","10.430","1.252.800","28","2.086.080","1.201.454","14.349.753"
"03/04/2016","EB-006","26.299","285.120","47","4.534.392","446.459","75.815.296"
"03/04/2016","EB-009","50.264","406.080","62","9.855.726","359.097","189.227.394"
"03/04/2016","EB-010","6.689","1.235.520","27","1.911.182","1.261.304","15.232.026"
"04/04/2016","EB-004","5.204","1.245.888","28","2.081.785","1.190.585","14.289.246"
"04/04/2016","EB-006","6.824","345.600","47","4.549.038","802.557","76.265.429"
"04/04/2016","EB-009","24.639","388.800","62","9.855.726","413.439","189.227.394"
"04/04/2016","EB-010","5.169","1.209.600","27","1.914.359","1.252.961","15.270.218"
"05/04/2016","EB-004","2.955","1.265.760","28","2.110.931","1.798.296","14.818.827"
"05/04/2016","EB-006","9.163","345.600","48","4.581.618","1.351.101","77.261.767"
"05/04/2016","EB-009","13.811","388.800","62","9.865.284","694.351","189.519.134"
"05/04/2016","EB-010","1.730","1.172.448","27","1.922.302","1.269.658","15.365.698"
"06/04/2016","EB-004","5.338","1.226.880","28","2.135.117","1.703.827","15.290.436"
"06/04/2016","EB-006","6.938","345.600","48","4.625.138","1.655.226","78.564.455"
"06/04/2016","EB-009","24.663","388.800","62","9.865.284","413.463","189.519.134"
"06/04/2016","EB-010","3.271","1.209.600","27","1.923.891","1.231.967","15.384.794"
"07/04/2016","EB-004","8.808","1.216.080","29","2.148.309","1.482.130","15.547.678"
"07/04/2016","EB-006","24.277","285.120","48","4.668.657","1.612.085","79.867.143"
"07/04/2016","EB-009","40.435","419.040","62","9.862.098","362.228","189.421.887"
"07/04/2016","EB-010","5.772","1.218.240","27","1.923.891","1.224.012","15.384.794"
"08/04/2016","EB-004","13.590","1.235.520","29","2.157.104","1.420.604","15.719.172"
"08/04/2016","EB-006","22.574","345.600","48","4.702.851","1.391.715","80.890.684"
"08/04/2016","EB-009","62.151","388.800","62","9.865.284","548.198","189.519.134"
"08/04/2016","EB-010","7.696","1.237.248","27","1.923.891","1.244.944","15.384.794"
"09/04/2016","EB-004","12.620","1.252.800","29","2.175.793","1.629.845","16.083.597"
"09/04/2016","EB-006","21.254","362.880","49","4.723.057","988.953","81.495.503"
"09/04/2016","EB-009","57.237","336.960","62","9.868.470","491.444","189.616.381"
"09/04/2016","EB-010","6.972","1.101.600","27","1.936.600","1.261.339","15.537.561"
"10/04/2016","EB-004","11.354","1.252.800","29","2.183.489","1.414.211","16.233.654"
"10/04/2016","EB-006","20.350","302.400","49","4.732.453","603.488","81.776.241"
"10/04/2016","EB-009","51.333","246.240","62","9.871.656","394.820","189.713.628"
"10/04/2016","EB-010","6.053","1.063.584","27","1.952.486","1.260.597","15.728.521"
"11/04/2016","EB-004","8.511","1.244.160","29","2.182.390","1.231.234","16.212.217"
"11/04/2016","EB-006","14.711","302.400","49","4.745.453","702.027","82.161.157"
"11/04/2016","EB-009","38.512","246.240","62","9.874.842","381.999","189.810.875"
"11/04/2016","EB-010","6.294","1.073.952","27","1.966.783","1.252.109","15.900.384"
"12/04/2016","EB-004","11.423","835.488","29","2.196.681","1.125.589","16.490.895"
"12/04/2016","EB-006","18.558","302.400","49","4.758.453","705.875","82.546.074"
"12/04/2016","EB-009","51.366","241.920","62","9.878.028","390.533","189.908.122"
"12/04/2016","EB-010","7.413","1.028.160","27","1.950.897","844.614","15.709.425"
"13/04/2016","EB-004","12.008","678.240","29","2.223.765","1.229.266","17.029.913"
"13/04/2016","EB-006","11.451","345.600","49","4.771.453","741.968","82.930.991"
"13/04/2016","EB-009","53.376","211.680","62","9.884.400","459.550","190.102.616"
"13/04/2016","EB-010","6.344","1.023.840","27","1.922.302","686.457","15.365.698"
"14/04/2016","EB-004","11.198","639.360","29","2.239.601","966.286","17.345.641"
"14/04/2016","EB-006","18.181","302.400","49","4.784.453","705.497","83.315.907"
"14/04/2016","EB-009","49.358","725.760","62","9.871.656","386.130","189.713.628"
"14/04/2016","EB-010","6.323","717.120","27","1.915.948","647.059","15.289.314"
"15/04/2016","EB-004","14.485","639.360","30","2.263.356","1.127.438","17.819.234"
"15/04/2016","EB-006","23.500","328.320","49","4.795.828","688.623","83.652.710"
"15/04/2016","EB-009","63.015","1.192.320","62","9.846.168","477.360","188.935.653"
"15/04/2016","EB-010","8.047","641.088","27","1.915.948","649.135","15.289.314"
"16/04/2016","EB-004","14.878","656.640","29","2.254.306","491.101","17.638.817"
"16/04/2016","EB-006","25.470","267.840","49","4.805.578","581.997","83.941.397"
"16/04/2016","EB-009","64.774","1.261.440","62","9.814.308","353.745","187.963.184"
"16/04/2016","EB-010","11.313","639.360","27","1.917.537","669.769","15.308.410"
"17/04/2016","EB-004","15.214","648.000","29","2.237.339","324.934","17.300.537"
"17/04/2016","EB-006","15.404","103.680","49","4.813.703","359.657","84.181.970"
"17/04/2016","EB-009","66.477","1.283.040","62","9.776.076","182.553","186.796.220"
"17/04/2016","EB-010","9.419","591.840","27","1.922.302","658.547","15.365.698"
"18/04/2016","EB-004","13.315","656.640","29","2.219.241","309.123","16.939.705"
"18/04/2016","EB-006","14.461","276.480","49","4.820.203","483.399","84.374.428"
"18/04/2016","EB-009","58.465","1.287.360","62","9.744.216","373.356","185.823.751"
"18/04/2016","EB-010","7.901","600.480","27","1.927.068","665.669","15.422.986"
"19/04/2016","EB-004","13.193","649.728","29","2.198.880","256.985","16.533.769"
"19/04/2016","EB-006","15.451","354.240","49","4.828.328","610.264","84.615.001"
"19/04/2016","EB-009","58.312","1.252.800","61","9.718.728","533.137","185.045.776"
"19/04/2016","EB-010","8.686","613.440","27","1.930.245","660.318","15.461.178"
"20/04/2016","EB-004","5.674","648.000","29","2.182.390","332.122","16.212.217"
"20/04/2016","EB-006","7.255","345.600","49","4.836.453","593.428","84.855.574"
"20/04/2016","EB-009","25.202","1.270.080","61","9.693.240","517.306","184.267.800"
"20/04/2016","EB-010","4.054","649.728","27","1.930.245","653.782","15.461.178"
"21/04/2016","EB-004","10.829","678.240","29","2.165.899","367.518","15.890.666"
"21/04/2016","EB-006","17.435","336.960","49","4.842.953","546.854","85.048.033"
"21/04/2016","EB-009","48.339","1.270.080","61","9.667.752","540.444","183.489.825"
"21/04/2016","EB-010","8.686","680.832","27","1.930.245","689.518","15.461.178"
"22/04/2016","EB-004","7.086","646.272","29","2.147.210","288.933","15.526.241"
"22/04/2016","EB-006","12.124","345.600","49","4.849.453","550.182","85.240.491"
"22/04/2016","EB-009","35.688","1.339.200","61","9.645.450","694.159","182.809.096"
"22/04/2016","EB-010","6.370","648.000","27","1.930.245","654.370","15.461.178"
"23/04/2016","EB-004","9.771","648.000","28","2.124.124","207.599","15.076.069"
"23/04/2016","EB-006","13.601","345.600","49","4.857.578","599.774","85.481.064"
"23/04/2016","EB-009","44.200","1.728.000","61","9.608.747","651.916","181.688.812"
"23/04/2016","EB-010","5.979","668.736","27","1.928.657","655.619","15.442.082"
"24/04/2016","EB-004","7.774","648.000","28","2.101.037","205.601","14.625.896"
"24/04/2016","EB-006","21.380","345.600","49","4.859.203","415.095","85.529.179"
"24/04/2016","EB-009","35.464","1.391.040","61","9.584.916","699.097","180.961.405"
"24/04/2016","EB-010","10.616","629.856","27","1.930.245","659.568","15.461.178"
"25/04/2016","EB-004","11.011","648.000","28","2.077.489","261.853","14.228.738"
"25/04/2016","EB-006","16.543","345.600","49","4.865.703","554.601","85.721.637"
"25/04/2016","EB-009","50.634","1.339.200","61","9.553.508","429.882","180.001.453"
"25/04/2016","EB-010","6.750","668.736","27","1.928.657","656.390","15.442.082"
"26/04/2016","EB-004","11.892","648.000","28","2.050.285","276.675","13.845.521"
"26/04/2016","EB-006","25.344","345.600","50","4.873.828","611.517","85.962.210"
"26/04/2016","EB-009","55.250","1.321.920","61","9.525.851","530.112","179.154.395"
"26/04/2016","EB-010","9.258","649.728","27","1.928.657","658.986","15.442.082"
"27/04/2016","EB-004","11.313","648.000","28","2.020.217","235.758","13.421.966"
"27/04/2016","EB-006","26.354","397.440","50","4.880.328","616.252","86.154.668"
"27/04/2016","EB-009","53.242","1.131.840","61","9.507.413","620.376","178.589.689"
"27/04/2016","EB-010","9.065","649.728","27","1.928.657","658.793","15.442.082"
"28/04/2016","EB-004","7.358","656.640","27","1.988.717","220.274","12.978.242"
"28/04/2016","EB-006","20.016","345.600","50","4.881.953","413.731","86.202.783"
"28/04/2016","EB-009","35.109","1.123.200","61","9.488.975","593.604","178.024.984"
"28/04/2016","EB-010","6.182","619.488","27","1.931.834","663.862","15.480.274"
"29/04/2016","EB-004","591","527.040","27","1.968.671","245.261","12.695.872"
"29/04/2016","EB-006","4.403","311.040","50","4.891.703","604.130","86.491.470"
"29/04/2016","EB-009","2.839","1.166.400","61","9.464.391","416.298","177.272.043"
"29/04/2016","EB-010","2.132","451.872","27","1.938.188","530.387","15.556.657"
"30/04/2016","EB-004","8.593","414.720","27","1.952.921","201.450","12.474.009"
"30/04/2016","EB-006","19.097","311.040","50","4.896.775","477.822","86.639.155"
"30/04/2016","EB-009","41.535","1.166.400","61","9.439.807","454.995","176.519.103"
"30/04/2016","EB-010","8.160","358.560","27","1.942.954","424.008","15.613.945"
"01/05/2016","EB-004","11.230","414.720","27","1.936.256","213.145","12.261.204"
"01/05/2016","EB-006","23.513","336.960","50","4.898.499","410.258","86.688.940"
"01/05/2016","EB-009","54.626","1.166.400","61","9.418.296","562.203","175.860.280"
"01/05/2016","EB-010","9.933","358.560","27","1.947.720","425.781","15.671.233"
"02/05/2016","EB-004","11.368","406.080","27","1.926.751","305.489","12.149.245"
"02/05/2016","EB-006","0","345.600","50","4.901.947","445.169","86.788.509"
"02/05/2016","EB-009","55.387","1.387.800","60","9.387.566","502.011","174.919.104"
"02/05/2016","EB-010","9.372","350.784","27","1.952.486","417.444","15.728.521"
"03/05/2016","EB-004","16.979","406.080","27","1.907.739","199.140","11.925.326"
"03/05/2016","EB-006","0","345.600","50","4.903.670","395.385","86.838.294"
"03/05/2016","EB-009","83.276","1.425.600","60","9.356.836","567.700","173.977.928"
"03/05/2016","EB-010","11.930","369.792","27","1.955.663","419.913","15.766.712"
"04/05/2016","EB-004","15.273","416.448","27","1.885.559","170.483","11.664.088"
"04/05/2016","EB-006","0","388.800","50","4.907.118","488.370","86.937.864"
"04/05/2016","EB-009","75.566","1.416.960","60","9.329.179","645.468","173.130.870"
"04/05/2016","EB-010","10.970","380.160","27","1.958.840","429.322","15.804.904"
"05/05/2016","EB-004","5.217","414.720","26","1.863.379","158.699","11.402.850"
"05/05/2016","EB-006","9.825","302.400","50","4.912.289","461.580","87.087.219"
"05/05/2016","EB-009","26.027","1.425.600","60","9.295.376","416.334","172.095.577"
"05/05/2016","EB-010","4.487","511.488","27","1.950.897","420.496","15.709.425"
"06/05/2016","EB-004","8.101","401.760","26","1.841.199","148.623","11.141.612"
"06/05/2016","EB-006","7.374","341.280","50","4.915.737","448.223","87.186.788"
"06/05/2016","EB-009","40.724","1.652.400","60","9.255.427","472.668","170.875.121"
"06/05/2016","EB-010","6.606","498.528","27","1.942.954","409.654","15.613.945"
"07/05/2016","EB-004","4.217","406.080","26","1.833.277","316.997","11.048.312"
"07/05/2016","EB-006","4.919","397.440","50","4.919.184","501.929","87.286.358"
"07/05/2016","EB-009","21.203","1.684.800","60","9.218.551","613.468","169.782.586"
"07/05/2016","EB-010","3.677","502.848","27","1.935.011","411.045","15.518.465"
"08/05/2016","EB-004","3.504","414.720","26","1.844.367","548.843","11.178.931"
"08/05/2016","EB-006","984","345.600","50","4.920.908","396.369","87.336.143"
"08/05/2016","EB-009","17.457","1.434.240","60","9.187.821","541.251","168.872.140"
"08/05/2016","EB-010","3.091","454.464","27","1.931.834","419.364","15.480.274"
"09/05/2016","EB-004","3.138","414.720","26","1.845.952","436.518","11.197.591"
"09/05/2016","EB-006","70.911","397.440","50","4.924.355","567.921","87.435.713"
