"Fec. medida","Código","Evapor. diaria (m³)","Desagüe diario (m³)","Altura diaria (m)","Superf. diaria (m2)","Aport. diaria (m³)","Volumen diario (m³)"
"06/02/2024","EB-010","6.690","734.400","24","1.486.617","696.535","10.139.479"
"07/02/2024","EB-004","5.261","756.000","26","1.753.609","1.017.778","10.130.950"
"07/02/2024","EB-006","13.177","259.200","30","2.395.791","272.377","16.691.217"
"07/02/2024","EB-009","24.338","259.200","45","5.408.475","392.915","64.147.064"
"07/02/2024","EB-010","5.274","980.640","23","1.464.971","763.138","9.916.703"
"08/02/2024","EB-004","6.899","907.200","26","1.768.938","1.085.111","10.301.962"
"08/02/2024","EB-006","17.010","259.200","30","2.395.791","276.210","16.691.217"
"08/02/2024","EB-009","17.864","259.200","45","5.413.337","386.441","64.256.441"
"08/02/2024","EB-010","4.352","1.058.400","23","1.450.540","914.234","9.768.185"
"09/02/2024","EB-004","4.275","950.400","26","1.781.201","1.091.484","10.438.771"
"09/02/2024","EB-006","6.237","259.200","30","2.398.670","337.756","16.763.536"
"09/02/2024","EB-009","12.473","169.200","45","5.423.061","400.427","64.475.195"
"09/02/2024","EB-010","3.719","1.161.389","23","1.430.337","957.184","9.560.261"
"10/02/2024","EB-004","9.503","950.400","26","1.759.741","720.487","10.199.355"
"10/02/2024","EB-006","11.069","259.200","30","2.406.349","463.119","16.956.386"
"10/02/2024","EB-009","28.238","259.200","45","5.430.354","451.503","64.639.260"
"10/02/2024","EB-010","5.397","1.057.363","23","1.420.235","958.798","9.456.299"
"11/02/2024","EB-004","3.970","806.400","26","1.726.017","434.145","9.823.130"
"11/02/2024","EB-006","7.489","259.200","30","2.415.947","507.753","17.197.450"
"11/02/2024","EB-009","12.507","259.200","45","5.437.647","435.772","64.803.325"
"11/02/2024","EB-010","2.530","1.007.078","23","1.405.541","811.917","9.258.608"
"12/02/2024","EB-004","7.843","734.400","26","1.742.879","930.355","10.011.242"
"12/02/2024","EB-006","16.239","282.127","31","2.537.416","3.158.737","20.057.821"
"12/02/2024","EB-009","12.523","259.200","45","5.444.940","435.789","64.967.391"
"12/02/2024","EB-010","4.725","998.006","23","1.389.753","742.151","8.998.028"
"13/02/2024","EB-004","3.628","760.320","26","1.727.550","592.937","9.840.231"
"13/02/2024","EB-006","11.680","290.510","32","2.595.616","1.657.838","21.413.469"
"13/02/2024","EB-009","16.349","259.200","45","5.449.802","384.925","65.076.767"
"13/02/2024","EB-010","2.780","763.344","23","1.389.753","766.124","8.998.028"
"14/02/2024","EB-004","2.204","777.600","25","1.695.360","420.679","9.481.106"
"14/02/2024","EB-006","3.934","293.774","32","2.622.869","956.594","22.072.355"
"14/02/2024","EB-009","10.373","259.200","45","5.459.526","488.327","65.295.521"
"14/02/2024","EB-010","3.204","734.400","23","1.393.077","792.463","9.052.887"
"15/02/2024","EB-004","3.832","648.000","25","1.666.235","326.910","9.156.184"
"15/02/2024","EB-006","4.491","342.000","32","2.641.761","803.248","22.529.112"
"15/02/2024","EB-009","18.049","259.200","46","5.469.250","496.003","65.514.275"
"15/02/2024","EB-010","3.476","692.064","23","1.390.584","654.396","9.011.743"
"16/02/2024","EB-004","7.531","604.800","25","1.637.110","287.409","8.831.262"
"16/02/2024","EB-006","7.977","345.600","32","2.659.133","773.584","22.949.119"
"16/02/2024","EB-009","26.299","259.200","46","5.478.974","504.253","65.733.029"
"16/02/2024","EB-010","5.378","815.400","23","1.378.950","628.771","8.819.736"
"17/02/2024","EB-004","4.350","604.800","25","1.611.292","275.928","8.498.040"
"17/02/2024","EB-006","6.948","345.600","33","2.672.162","667.553","23.264.124"
"17/02/2024","EB-009","20.308","259.200","46","5.488.698","498.262","65.951.783"
"17/02/2024","EB-010","3.690","820.800","22","1.366.486","618.770","8.614.016"
"18/02/2024","EB-004","3.804","604.800","25","1.584.947","262.370","8.151.806"
"18/02/2024","EB-006","5.898","345.600","33","2.680.893","562.612","23.475.238"
"18/02/2024","EB-009","19.794","259.200","46","5.498.422","497.747","66.170.536"
"18/02/2024","EB-010","4.062","820.800","22","1.354.021","619.141","8.408.295"
"19/02/2024","EB-004","4.237","406.800","24","1.569.380","206.444","7.947.213"
"19/02/2024","EB-006","6.979","345.600","33","2.684.285","434.663","23.557.322"
"19/02/2024","EB-009","20.389","259.200","46","5.510.577","553.031","66.443.978"
"19/02/2024","EB-010","3.602","820.800","22","1.334.078","495.249","8.079.142"
"20/02/2024","EB-004","6.837","388.800","24","1.553.813","191.045","7.742.621"
"20/02/2024","EB-006","0","345.600","33","2.686.546","400.323","23.612.045"
"20/02/2024","EB-009","26.497","259.200","46","5.520.301","504.451","66.662.732"
"20/02/2024","EB-010","5.227","820.800","22","1.306.785","449.840","7.702.955"
"21/02/2024","EB-004","10.614","388.800","24","1.538.246","194.821","7.538.028"
"21/02/2024","EB-006","14.782","345.600","33","2.687.677","387.744","23.639.407"
"21/02/2024","EB-009","29.875","259.200","46","5.532.456","562.517","66.936.174"
"21/02/2024","EB-010","5.750","820.800","21","1.277.863","442.035","7.318.440"
"22/02/2024","EB-004","13.845","388.800","24","1.521.481","182.314","7.317.697"
"22/02/2024","EB-006","23.662","345.600","33","2.688.808","396.623","23.666.768"
"22/02/2024","EB-009","38.778","285.120","46","5.539.749","487.964","67.100.240"
"22/02/2024","EB-010","7.108","801.792","21","1.247.012","398.750","6.908.290"
"23/02/2024","EB-004","9.792","388.800","24","1.506.441","202.117","7.121.222"
"23/02/2024","EB-006","26.372","345.600","33","2.691.069","426.695","23.721.491"
"23/02/2024","EB-009","28.302","259.200","46","5.549.473","506.256","67.318.994"
"23/02/2024","EB-010","4.982","820.800","21","1.215.013","408.889","6.491.397"
"24/02/2024","EB-004","9.697","388.800","24","1.491.854","208.979","6.931.704"
"24/02/2024","EB-006","27.741","345.600","33","2.693.331","428.063","23.776.213"
"24/02/2024","EB-009","22.227","259.200","46","5.556.766","445.492","67.483.059"
"24/02/2024","EB-010","3.345","676.800","21","1.194.661","418.948","6.230.200"
"25/02/2024","EB-004","10.341","388.800","24","1.477.267","209.622","6.742.185"
"25/02/2024","EB-006","17.237","345.600","33","2.693.331","362.837","23.776.213"
"25/02/2024","EB-009","27.832","259.200","46","5.566.490","505.786","67.701.813"
"25/02/2024","EB-010","4.362","648.000","20","1.178.934","450.528","6.028.366"
"26/02/2024","EB-004","8.648","388.800","24","1.544.233","1.271.981","7.616.718"
"26/02/2024","EB-006","9.767","345.600","34","2.790.573","2.708.445","26.129.291"
"26/02/2024","EB-009","30.602","518.400","46","5.564.059","494.313","67.647.124"
"26/02/2024","EB-010","4.605","426.600","20","1.180.784","454.950","6.052.111"
"27/02/2024","EB-004","10.531","388.800","24","1.571.775","761.302","7.978.689"
"27/02/2024","EB-006","11.443","428.400","34","2.860.727","2.148.065","27.837.513"
"27/02/2024","EB-009","38.392","518.400","46","5.564.059","556.792","67.647.124"
"27/02/2024","EB-010","6.041","388.800","20","1.184.485","442.332","6.099.602"
"28/02/2024","EB-004","8.362","388.800","25","1.577.762","475.852","8.057.379"
"28/02/2024","EB-006","12.222","432.000","35","2.909.891","1.641.583","29.034.874"
"28/02/2024","EB-009","32.300","518.400","46","5.568.921","660.077","67.756.501"
"28/02/2024","EB-010","5.228","388.800","21","1.188.185","441.518","6.147.092"
"29/02/2024","EB-004","12.288","388.800","25","1.575.367","369.612","8.025.903"
"29/02/2024","EB-006","16.195","432.000","35","2.944.573","1.250.966","29.837.645"
"29/02/2024","EB-009","41.712","648.000","46","5.561.628","525.647","67.592.436"
"29/02/2024","EB-010","6.669","357.696","21","1.190.960","399.983","6.182.710"
"01/03/2024","EB-004","8.638","388.800","24","1.570.578","334.486","7.962.951"
"01/03/2024","EB-006","14.794","432.000","35","2.958.703","773.849","30.164.700"
"01/03/2024","EB-009","28.278","950.400","46","5.544.611","595.859","67.209.617"
"01/03/2024","EB-010","5.376","388.800","21","1.194.661","441.666","6.230.200"
"02/03/2024","EB-004","7.192","388.800","24","1.563.393","301.565","7.868.524"
"02/03/2024","EB-006","10.418","432.000","35","2.976.687","858.669","30.580.951"
"02/03/2024","EB-009","26.509","1.036.800","46","5.522.732","571.113","66.717.421"
"02/03/2024","EB-010","5.761","388.800","21","1.200.211","465.797","6.301.436"
"03/03/2024","EB-004","7.024","388.800","24","1.560.998","364.348","7.837.048"
"03/03/2024","EB-006","12.257","432.000","35","2.989.532","741.579","30.878.273"
"03/03/2024","EB-009","25.843","1.036.800","46","5.498.422","515.758","66.170.536"
"03/03/2024","EB-010","3.979","388.800","21","1.205.762","464.014","6.372.671"
"04/03/2024","EB-004","5.135","388.800","24","1.556.208","330.984","7.774.097"
"04/03/2024","EB-006","18.931","432.000","35","3.004.946","807.719","31.235.061"
"04/03/2024","EB-009","15.896","961.200","46","5.481.405","594.277","65.787.717"
"04/03/2024","EB-010","2.784","388.800","21","1.210.388","450.947","6.432.034"
"05/03/2024","EB-004","4.658","388.800","24","1.552.615","346.244","7.726.883"
"05/03/2024","EB-006","10.589","432.000","36","3.025.499","918.304","31.710.776"
"05/03/2024","EB-009","20.200","950.400","45","5.459.526","478.404","65.295.521"
"05/03/2024","EB-010","3.888","388.800","21","1.215.013","452.051","6.491.397"
"06/03/2024","EB-004","4.795","388.800","24","1.546.628","314.905","7.648.193"
"06/03/2024","EB-006","14.619","432.000","36","3.045.729","930.043","32.194.200"
"06/03/2024","EB-009","19.593","950.400","45","5.442.509","587.174","64.912.702"
"06/03/2024","EB-010","4.513","388.800","21","1.219.639","452.676","6.550.760"
"07/03/2024","EB-004","3.914","388.800","24","1.565.788","644.521","7.900.000"
"07/03/2024","EB-006","9.170","432.000","36","3.056.807","720.320","32.473.350"
"07/03/2024","EB-009","14.094","976.320","45","5.420.630","498.218","64.420.506"
"07/03/2024","EB-010","3.181","345.600","21","1.223.339","396.272","6.598.251"
"08/03/2024","EB-004","6.818","388.800","25","1.623.267","1.151.037","8.655.419"
"08/03/2024","EB-006","8.300","432.000","36","3.074.040","874.535","32.907.585"
"08/03/2024","EB-009","20.561","777.600","45","5.410.906","579.407","64.201.752"
"08/03/2024","EB-010","5.154","388.800","21","1.227.039","441.444","6.645.741"
"09/03/2024","EB-004","4.424","388.800","25","1.701.491","1.287.316","9.549.511"
"09/03/2024","EB-006","4.355","432.000","36","3.110.966","1.366.857","33.838.087"
"09/03/2024","EB-009","10.290","432.000","45","5.415.768","551.667","64.311.129"
"09/03/2024","EB-010","1.724","388.800","21","1.231.665","449.887","6.705.104"
"10/03/2024","EB-004","11.229","388.800","26","1.811.097","1.637.592","10.787.074"
"10/03/2024","EB-006","14.295","432.000","37","3.176.726","2.231.753","35.623.545"
"10/03/2024","EB-009","28.200","432.000","45","5.423.061","624.266","64.475.195"
"10/03/2024","EB-010","3.583","388.800","21","1.235.443","441.762","6.754.483"
"11/03/2024","EB-004","7.477","547.776","27","1.917.245","1.805.464","12.037.285"
"11/03/2024","EB-006","8.394","514.800","37","3.228.344","2.257.173","37.357.524"
"11/03/2024","EB-009","25.534","432.000","45","5.432.785","676.287","64.693.948"
"11/03/2024","EB-010","3.953","550.800","21","1.235.443","554.753","6.754.483"
"12/03/2024","EB-004","5.584","698.976","27","1.994.444","1.726.194","13.058.919"
"12/03/2024","EB-006","15.360","518.400","38","3.268.014","1.893.278","38.717.042"
"12/03/2024","EB-009","27.249","266.400","45","5.449.802","676.468","65.076.767"
"12/03/2024","EB-010","4.942","702.000","21","1.235.443","706.942","6.754.483"
"13/03/2024","EB-004","6.794","777.600","28","2.058.876","1.692.012","13.966.537"
"13/03/2024","EB-006","10.213","518.400","38","3.294.582","1.486.090","39.674.519"
"13/03/2024","EB-009","30.054","259.200","45","5.464.388","617.385","65.404.898"
"13/03/2024","EB-010","5.466","734.400","21","1.242.192","829.587","6.844.204"
"14/03/2024","EB-004","7.365","794.880","28","2.104.335","1.525.915","14.690.207"
"14/03/2024","EB-006","13.609","518.400","38","3.319.318","1.423.453","40.565.963"
"14/03/2024","EB-009","34.548","285.120","46","5.483.836","757.176","65.842.406"
"14/03/2024","EB-010","5.254","682.560","21","1.250.868","803.168","6.959.558"
"15/03/2024","EB-004","8.076","950.400","28","2.125.223","1.365.774","15.097.505"
"15/03/2024","EB-006","18.397","518.400","39","3.344.969","1.461.257","41.490.423"
"15/03/2024","EB-009","28.042","259.200","46","5.498.422","615.372","66.170.536"
"15/03/2024","EB-010","5.829","734.400","21","1.267.258","958.122","7.177.451"
"16/03/2024","EB-004","7.694","1.123.200","28","2.137.316","1.366.699","15.333.310"
"16/03/2024","EB-006","16.800","518.400","39","3.360.006","1.041.249","41.996.472"
"16/03/2024","EB-009","25.360","259.200","46","5.513.008","612.691","66.498.667"
"16/03/2024","EB-010","5.069","1.139.400","21","1.267.258","1.144.469","7.177.451"
"17/03/2024","EB-004","7.945","1.123.200","29","2.147.210","1.324.076","15.526.241"
"17/03/2024","EB-006","21.227","518.400","39","3.369.310","845.614","42.302.459"
"17/03/2024","EB-009","30.415","259.200","46","5.530.025","672.434","66.881.486"
"17/03/2024","EB-010","5.694","1.166.400","21","1.265.330","1.146.459","7.151.816"
"18/03/2024","EB-004","9.737","1.123.200","29","2.163.700","1.454.488","15.847.792"
"18/03/2024","EB-006","22.975","518.400","39","3.378.614","847.361","42.608.445"
"18/03/2024","EB-009","33.837","259.200","46","5.547.042","675.856","67.264.305"
"18/03/2024","EB-010","5.310","1.166.400","21","1.264.366","1.158.893","7.138.999"
"19/03/2024","EB-004","9.811","1.123.200","29","2.180.191","1.454.563","16.169.344"
"19/03/2024","EB-006","18.967","518.400","39","3.386.885","809.355","42.880.433"
"19/03/2024","EB-009","33.941","259.200","46","5.564.059","675.960","67.647.124"
"19/03/2024","EB-010","5.803","1.166.400","21","1.261.473","1.133.752","7.100.548"
"20/03/2024","EB-004","8.322","1.190.402","29","2.190.085","1.391.655","16.362.275"
"20/03/2024","EB-006","15.943","518.400","39","3.392.054","704.335","43.050.425"
"20/03/2024","EB-009","31.240","259.200","46","5.578.645","618.571","67.975.255"
"20/03/2024","EB-010","4.890","1.296.000","21","1.253.761","1.198.352","6.998.010"
"21/03/2024","EB-004","7.033","1.287.360","29","2.197.781","1.444.450","16.512.332"
"21/03/2024","EB-006","10.525","518.400","39","3.395.155","630.921","43.152.421"
"21/03/2024","EB-009","22.922","276.480","46","5.590.800","572.844","68.248.697"
"21/03/2024","EB-010","3.500","1.341.792","21","1.249.904","1.294.023","6.946.741"
"22/03/2024","EB-004","11.040","1.296.000","29","2.207.929","1.508.893","16.714.185"
"22/03/2024","EB-006","18.306","544.320","39","3.389.986","392.633","42.982.428"
"22/03/2024","EB-009","43.030","639.000","46","5.588.369","627.342","68.194.009"
"22/03/2024","EB-010","8.106","1.339.200","21","1.247.012","1.308.855","6.908.290"
"23/03/2024","EB-004","8.646","1.285.200","29","2.216.978","1.474.262","16.894.601"
"23/03/2024","EB-006","13.197","604.800","39","3.383.783","414.006","42.778.437"
"23/03/2024","EB-009","29.047","691.200","46","5.585.938","665.558","68.139.320"
"23/03/2024","EB-010","5.346","1.339.200","21","1.243.156","1.293.277","6.857.021"
"24/03/2024","EB-004","5.571","1.296.000","29","2.228.290","1.527.091","17.120.121"
"24/03/2024","EB-006","14.866","604.800","39","3.378.614","449.674","42.608.445"
"24/03/2024","EB-009","17.922","442.800","46","5.600.528","798.581","68.477.179"
"24/03/2024","EB-010","3.481","1.339.200","21","1.243.156","1.342.681","6.857.021"
"25/03/2024","EB-004","2.474","1.296.000","29","2.248.651","1.704.410","17.526.057"
"25/03/2024","EB-006","5.063","604.800","39","3.375.513","507.867","42.506.449"
"25/03/2024","EB-009","5.610","432.000","46","5.610.256","666.091","68.705.660"
"25/03/2024","EB-010","622","1.339.200","21","1.243.156","1.339.822","6.857.021"
"26/03/2024","EB-004","7.761","1.296.000","30","2.282.585","1.980.322","18.202.618"
"26/03/2024","EB-006","0","613.512","39","3.377.994","695.109","42.588.046"
"26/03/2024","EB-009","23.062","432.000","46","5.624.848","797.784","69.048.382"
"26/03/2024","EB-010","3.727","1.339.200","21","1.242.192","1.330.110","6.844.204"
"27/03/2024","EB-004","15.266","1.516.320","30","2.313.014","2.141.566","18.812.598"
"27/03/2024","EB-006","28.982","604.800","39","3.409.628","1.674.135","43.628.399"
"27/03/2024","EB-009","0","449.233","46","5.636.765","729.123","69.328.272"
"27/03/2024","EB-010","8.336","1.494.000","21","1.244.120","1.527.970","6.869.838"
"28/03/2024","EB-004","5.956","1.944.000","31","2.382.303","3.556.632","20.419.274"
"28/03/2024","EB-006","10.461","604.800","40","3.486.926","3.061.753","46.074.891"
"28/03/2024","EB-009","0","455.039","46","5.649.411","752.065","69.625.298"
"28/03/2024","EB-010","7.278","1.512.000","21","1.276.899","1.955.063","7.305.623"
"29/03/2024","EB-004","8.467","1.956.960","31","2.419.285","2.821.265","21.275.112"
"29/03/2024","EB-006","12.420","604.800","40","3.548.604","2.476.731","47.934.402"
"29/03/2024","EB-009","0","455.160","46","5.663.517","786.458","69.956.596"
"29/03/2024","EB-010","5.636","1.512.000","22","1.310.641","1.966.237","7.754.224"
"30/03/2024","EB-004","6.102","1.987.200","31","2.440.862","2.486.829","21.768.639"
"30/03/2024","EB-006","7.201","604.800","41","3.600.626","2.044.887","49.367.288"
"30/03/2024","EB-009","0","455.235","46","5.671.299","638.021","70.139.382"
"30/03/2024","EB-010","5.642","1.512.000","22","1.343.219","1.993.422","8.230.004"
"31/03/2024","EB-004","5.192","2.179.440","32","2.472.147","2.900.246","22.484.253"
"31/03/2024","EB-006","4.096","604.800","42","3.723.652","3.787.549","52.545.941"
"31/03/2024","EB-009","0","459.590","46","5.688.810","870.856","70.550.648"
"31/03/2024","EB-010","2.076","1.512.000","23","1.383.936","2.186.097","8.902.025"
"01/04/2024","EB-004","8.229","2.538.864","32","2.493.724","3.040.621","22.977.781"
"01/04/2024","EB-006","11.625","604.800","43","3.875.022","4.415.681","56.345.197"
"01/04/2024","EB-009","27.349","432.000","46","5.697.808","670.695","70.761.994"
"01/04/2024","EB-010","5.572","1.512.000","23","1.466.414","2.547.101","9.931.554"
"02/04/2024","EB-004","6.976","2.656.282","32","2.491.566","2.613.905","22.928.428"
"02/04/2024","EB-006","13.512","604.800","43","3.974.148","3.137.581","58.864.466"
"02/04/2024","EB-009","25.695","432.000","46","5.709.968","743.297","71.047.596"
"02/04/2024","EB-010","6.617","1.512.000","24","1.575.508","2.665.820","11.078.757"
"03/04/2024","EB-004","10.207","2.404.800","32","2.489.408","2.365.654","22.879.075"
"03/04/2024","EB-006","18.564","604.800","44","4.035.612","2.219.601","60.460.703"
"03/04/2024","EB-009","29.183","345.600","47","5.722.128","660.385","71.333.198"
"03/04/2024","EB-010","6.821","1.512.000","25","1.663.612","2.543.989","12.103.925"
"04/04/2024","EB-004","10.686","2.305.152","32","2.485.093","2.217.133","22.780.370"
"04/04/2024","EB-006","15.910","604.800","44","4.079.513","1.807.190","61.647.183"
"04/04/2024","EB-009","28.098","345.600","47","5.734.288","659.299","71.618.799"
"04/04/2024","EB-010","10.367","1.512.000","25","1.727.762","2.318.551","12.900.109"
"05/04/2024","EB-004","11.372","2.332.800","32","2.472.147","2.048.055","22.484.253"
"05/04/2024","EB-006","21.434","604.800","44","4.121.900","1.771.801","62.792.750"
"05/04/2024","EB-009","47.121","432.000","47","5.746.448","764.723","71.904.401"
"05/04/2024","EB-010","10.864","1.684.800","26","1.780.957","2.401.131","13.605.576"
"06/04/2024","EB-004","10.047","2.246.400","31","2.450.571","1.762.920","21.990.726"
"06/04/2024","EB-006","18.705","604.800","45","4.156.718","1.564.506","63.733.751"
"06/04/2024","EB-009","37.431","432.000","47","5.758.608","755.033","72.190.003"
"06/04/2024","EB-010","10.029","1.684.800","26","1.823.514","2.259.204","14.169.951"
"07/04/2024","EB-004","7.563","2.036.880","31","2.439.783","1.797.680","21.743.963"
"07/04/2024","EB-006","15.880","604.800","45","4.178.985","1.289.464","64.402.535"
"07/04/2024","EB-009","34.033","432.000","47","5.768.336","694.515","72.418.485"
"07/04/2024","EB-010","8.803","1.436.400","26","1.873.055","2.048.976","14.773.724"
"08/04/2024","EB-004","17.315","1.792.800","31","2.438.704","1.785.438","21.719.286"
"08/04/2024","EB-006","31.412","604.800","45","4.188.214","932.525","64.698.848"
"08/04/2024","EB-009","52.580","432.000","47","5.778.064","713.061","72.646.966"
"08/04/2024","EB-010","12.474","1.242.000","27","1.919.125","1.808.256","15.327.506"
"09/04/2024","EB-004","12.902","1.698.019","31","2.434.389","1.612.216","21.620.581"
"09/04/2024","EB-006","23.925","604.800","45","4.197.443","925.039","64.995.162"
"09/04/2024","EB-009","42.269","432.000","47","5.790.224","759.871","72.932.568"
"09/04/2024","EB-010","11.782","1.166.400","27","1.963.606","1.712.868","15.862.192"
"10/04/2024","EB-004","13.827","1.740.269","31","2.425.758","1.556.685","21.423.170"
"10/04/2024","EB-006","26.494","604.800","45","4.205.354","885.276","65.249.144"
"10/04/2024","EB-009","48.160","432.000","47","5.802.384","765.762","73.218.170"
"10/04/2024","EB-010","12.692","1.166.400","27","2.014.621","1.755.999","16.439.099"
"11/04/2024","EB-004","17.185","1.695.600","31","2.420.364","1.589.403","21.299.788"
"11/04/2024","EB-006","30.326","561.600","45","4.211.946","803.579","65.460.797"
"11/04/2024","EB-009","38.925","432.000","47","5.809.680","642.286","73.389.531"
"11/04/2024","EB-010","11.348","1.591.200","27","2.026.435","1.727.796","16.564.347"
"12/04/2024","EB-004","14.980","1.684.800","31","2.416.049","1.601.075","21.201.083"
"12/04/2024","EB-006","18.983","604.800","45","4.218.538","835.435","65.672.449"
"12/04/2024","EB-009","36.678","432.000","47","5.821.840","754.280","73.675.133"
"12/04/2024","EB-010","11.450","1.987.200","27","2.008.714","1.810.777","16.376.474"
"13/04/2024","EB-004","18.284","1.684.800","31","2.405.739","1.464.710","20.962.709"
"13/04/2024","EB-006","23.238","604.800","45","4.225.130","839.691","65.884.102"
"13/04/2024","EB-009","46.069","432.000","47","5.831.568","706.551","73.903.615"
"13/04/2024","EB-010","13.305","2.030.400","27","1.985.847","1.796.766","16.129.535"
"14/04/2024","EB-004","16.269","1.684.800","31","2.392.493","1.393.910","20.655.550"
"14/04/2024","EB-006","24.536","604.800","45","4.230.404","798.658","66.053.424"
"14/04/2024","EB-009","44.393","432.000","47","5.841.146","712.096","74.139.318"
"14/04/2024","EB-010","13.790","2.016.000","27","1.969.961","1.838.831","15.938.576"
"15/04/2024","EB-004","14.789","1.684.800","31","2.385.360","1.534.196","20.490.157"
"15/04/2024","EB-006","26.220","604.800","45","4.229.086","588.689","66.011.093"
"15/04/2024","EB-009","47.410","432.000","47","5.853.056","777.049","74.436.957"
"15/04/2024","EB-010","12.691","2.030.400","27","1.952.486","1.833.036","15.728.521"
"16/04/2024","EB-004","22.593","1.684.800","31","2.378.227","1.542.000","20.324.764"
"16/04/2024","EB-006","31.256","604.800","45","4.223.812","466.734","65.841.771"
"16/04/2024","EB-009","48.679","432.000","47","5.864.966","778.318","74.734.596"
"16/04/2024","EB-010","14.513","2.030.400","27","1.935.011","1.834.857","15.518.465"
"17/04/2024","EB-004","12.556","1.684.800","31","2.369.057","1.484.708","20.112.116"
"17/04/2024","EB-006","19.405","604.800","45","4.218.538","454.883","65.672.449"
"17/04/2024","EB-009","27.599","432.000","47","5.872.112","638.182","74.913.179"
"17/04/2024","EB-010","11.313","2.030.400","27","1.917.537","1.831.658","15.308.410"
"18/04/2024","EB-004","12.004","1.684.800","30","2.353.772","1.342.390","19.757.702"
"18/04/2024","EB-006","23.609","604.800","45","4.215.901","543.748","65.587.788"
"18/04/2024","EB-009","29.996","457.920","47","5.881.640","726.028","75.151.291"
"18/04/2024","EB-010","8.740","2.030.400","26","1.900.062","1.829.085","15.098.355"
"19/04/2024","EB-004","4.695","1.684.800","30","2.347.659","1.547.729","19.615.936"
"19/04/2024","EB-006","15.168","475.200","45","4.213.264","405.707","65.503.127"
"19/04/2024","EB-009","11.134","1.026.000","47","5.860.202","501.384","74.615.541"
"19/04/2024","EB-010","4.895","2.030.400","26","1.882.587","1.825.240","14.888.300"
"20/04/2024","EB-004","10.055","1.684.800","30","2.338.488","1.482.207","19.403.288"
"20/04/2024","EB-006","17.247","496.800","45","4.206.672","302.395","65.291.475"
"20/04/2024","EB-009","28.587","1.166.400","47","5.834.000","540.181","73.960.735"
"20/04/2024","EB-010","7.448","2.030.400","26","1.861.935","1.789.601","14.640.053"
"21/04/2024","EB-004","10.943","1.684.800","30","2.328.298","1.459.467","19.167.012"
"21/04/2024","EB-006","17.662","604.800","45","4.205.354","580.131","65.249.144"
"21/04/2024","EB-009","27.442","547.200","47","5.838.764","693.698","74.079.791"
"21/04/2024","EB-010","9.038","2.030.400","26","1.844.460","1.829.382","14.429.997"
"22/04/2024","EB-004","7.656","1.684.800","30","2.320.147","1.503.435","18.977.991"
"22/04/2024","EB-006","27.335","604.800","45","4.205.354","632.135","65.249.144"
"22/04/2024","EB-009","47.956","432.000","47","5.848.292","718.067","74.317.902"
"22/04/2024","EB-010","6.026","2.030.400","26","1.826.173","1.811.653","14.205.224"
"23/04/2024","EB-004","19.232","1.519.200","30","2.317.090","1.467.549","18.907.108"
"23/04/2024","EB-006","28.570","604.800","45","4.201.399","506.379","65.122.153"
"23/04/2024","EB-009","43.330","459.000","47","5.855.438","680.913","74.496.485"
"23/04/2024","EB-010","12.146","1.809.000","26","1.812.875","1.644.779","14.028.857"
"24/04/2024","EB-004","17.340","1.512.000","30","2.311.995","1.411.202","18.788.970"
"24/04/2024","EB-006","29.382","604.800","45","4.197.443","507.191","64.995.162"
"24/04/2024","EB-009","35.190","432.000","47","5.864.966","705.301","74.734.596"
"24/04/2024","EB-010","10.586","1.771.200","26","1.794.256","1.534.872","13.781.943"
"25/04/2024","EB-004","14.768","1.503.360","30","2.307.470","1.427.920","18.698.762"
"25/04/2024","EB-006","27.283","604.800","45","4.197.443","632.083","64.995.162"
"25/04/2024","EB-009","33.457","604.800","47","5.869.730","757.313","74.853.652"
"25/04/2024","EB-010","0","1.651.962","26","1.783.351","1.507.342","13.637.323"
"26/04/2024","EB-004","11.537","1.413.936","30","2.307.470","1.425.473","18.698.762"
"26/04/2024","EB-006","25.177","518.400","45","4.196.125","501.246","64.952.831"
"26/04/2024","EB-009","32.179","1.036.800","47","5.850.674","592.756","74.377.429"
"26/04/2024","EB-010","8.878","1.519.200","26","1.775.638","1.425.785","13.535.030"
"27/04/2024","EB-004","10.813","1.421.280","30","2.300.684","1.296.781","18.563.450"
"27/04/2024","EB-006","18.865","496.800","45","4.192.170","388.674","64.825.840"
"27/04/2024","EB-009","21.541","1.209.600","47","5.821.840","528.845","73.675.133"
"27/04/2024","EB-010","9.553","1.512.000","26","1.768.989","1.433.369","13.446.846"
"28/04/2024","EB-004","4.131","1.432.080","30","2.295.028","1.323.451","18.450.690"
"28/04/2024","EB-006","10.477","604.800","45","4.190.851","572.946","64.783.509"
"28/04/2024","EB-009","13.996","484.200","47","5.831.568","726.678","73.903.615"
"28/04/2024","EB-010","4.258","1.364.400","26","1.774.308","1.439.205","13.517.393"
"29/04/2024","EB-004","3.218","1.459.642","30","2.298.421","1.530.516","18.518.346"
"29/04/2024","EB-006","6.695","604.800","45","4.184.259","399.843","64.571.857"
"29/04/2024","EB-009","14.603","432.000","47","5.841.146","682.306","74.139.318"
"29/04/2024","EB-010","3.389","1.339.200","26","1.783.617","1.466.046","13.640.850"
"30/04/2024","EB-004","13.351","1.425.600","30","2.301.815","1.506.607","18.586.002"
"30/04/2024","EB-006","15.875","604.800","45","4.177.667","409.022","64.360.204"
"30/04/2024","EB-009","36.874","432.000","47","5.853.056","766.513","74.436.957"
